,City,State,Population,Latitude,Longitude,APICode,AdministrativeArea.CountryID,AdministrativeArea.EnglishName,AdministrativeArea.EnglishType,AdministrativeArea.ID,AdministrativeArea.Level,AdministrativeArea.LocalizedName,AdministrativeArea.LocalizedType,Country.EnglishName,Country.ID,Country.LocalizedName,DataSets,EnglishName,GeoPosition.Elevation.Imperial.Unit,GeoPosition.Elevation.Imperial.UnitType,GeoPosition.Elevation.Imperial.Value,GeoPosition.Elevation.Metric.Unit,GeoPosition.Elevation.Metric.UnitType,GeoPosition.Elevation.Metric.Value,GeoPosition.Latitude,GeoPosition.Longitude,IsAlias,Key,LocalizedName,PrimaryPostalCode,Rank,Region.EnglishName,Region.ID,Region.LocalizedName,SupplementalAdminAreas,TimeZone.Code,TimeZone.GmtOffset,TimeZone.IsDaylightSaving,TimeZone.Name,TimeZone.NextOffsetChange,Type,Version
406,Brno,Czech Republic,"385,000",49.192051,16.613191,49.192051%2C16.613191,CZ,South Moravian,Region,64,1,South Moravian,Region,Czechia,CZ,Czechia,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Město Brno,ft,0,760,m,5,232,49.196,16.606,FALSE,3403192,Město Brno,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Brno-město', 'EnglishName': 'Brno-město'}, {'Level': 3, 'LocalizedName': 'Brno', 'EnglishName': 'Brno'}]",CET,1,FALSE,Europe/Prague,2020-03-29T01:00:00Z,City,1
407,Vinnutsya,Ukraine,"383,000",49.240347,28.512696,49.240347%2C28.512696,UA,Vinnytsya,Province,5,1,Vinnytsya,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Vinnytsia,ft,0,856,m,5,261,49.232,28.468,FALSE,326175,Vinnytsia,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
408,Firenze,Italy,"382,000",43.776737,11.257311,43.776737%2C11.257311,IT,Tuscany,Region,52,1,Tuscany,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",Santo Spirito,ft,0,164,m,5,50,43.772,11.251,FALSE,215915,Santo Spirito,,95,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Firenze', 'EnglishName': 'Firenze'}, {'Level': 3, 'LocalizedName': 'Firenze', 'EnglishName': 'Firenze'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
409,Wuppertal,Germany,"369,000",51.256999,7.150164,51.256999%2C7.150164,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Elberfeld,ft,0,613,m,5,187,51.259,7.148,FALSE,170140,Elberfeld,42103,45,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Wuppertal', 'EnglishName': 'Wuppertal'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
410,Toulouse,France,"359,000",43.604466,1.442929,43.604466%2C1.442929,FR,Haute-Garonne,Department,31,1,Haute-Garonne,Department,France,FR,France,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Capitole,ft,0,478,m,5,146,43.603,1.442,FALSE,2608514,Capitole,,65,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Toulouse', 'EnglishName': 'Toulouse'}]",CET,1,FALSE,Europe/Paris,2020-03-29T01:00:00Z,City,1
411,Lublin,Poland,"356,000",51.25,22.566667,51.25%2C22.566667,PL,Lublin,Voivodship,6,1,Lublin,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Lublin,ft,0,557,m,5,170,51.246,22.568,FALSE,274231,Lublin,,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Lublin', 'EnglishName': 'Lublin'}, {'Level': 3, 'LocalizedName': 'Lublin', 'EnglishName': 'Lublin'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
412,Mogilev,Belarus,"356,000",43.022112,26.522339,43.022112%2C26.522339,BG,Turgovishte,District,25,1,Turgovishte,District,Bulgaria,BG,Bulgaria,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Mogilets,ft,0,879,m,5,268,43.017,26.517,FALSE,51365,Mogilets,,75,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Sofia,2020-03-29T01:00:00Z,City,1
413,Kherson,Ukraine,"354,000",46.663597,32.644959,46.663597%2C32.644959,UA,Kherson,Province,65,1,Kherson,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Kherson,ft,0,101,m,5,31,46.64,32.615,FALSE,324056,Kherson,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
414,Las Palmas,Spain,"354,000",27.937915,-15.389249,27.937915%2C-15.389249,ES,Canary Islands,Autonomous Community,CN,1,Canary Islands,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",Gando,ft,0,357,m,5,109,27.947,-15.389,FALSE,1461210,Gando,,85,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Telde', 'EnglishName': 'Telde'}]",WET,0,FALSE,Atlantic/Canary,2020-03-29T01:00:00Z,City,1
415,Bilbao,Spain,"351,000",43.256961,-2.92346,43.256961%2C-2.92346,ES,Basque Country,Autonomous Community,PV,1,Basque Country,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Bilbao,ft,0,32,m,5,10,43.258,-2.923,FALSE,309382,Bilbao,,32,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Bilbao', 'EnglishName': 'Bilbao'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
416,Sevastopol,Ukraine,"350,000",44.563336,33.578416,44.563336%2C33.578416,UA,Sevastopol' City,City,40,1,Sevastopol' City,City,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Inkerman,ft,0,242,m,5,74,44.618,33.604,FALSE,322380,Inkerman,,65,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Inkerman', 'EnglishName': 'Inkerman'}]",MSK,3,TRUE,Europe/Simferopol,,City,1
417,Murcia,Spain,"350,000",37.983533,-1.129905,37.983533%2C-1.129905,ES,Murcia,Autonomous Community,MC,1,Murcia,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",La Catedral,ft,0,85,m,5,26,37.984,-1.129,FALSE,2329717,La Catedral,,75,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Murcia', 'EnglishName': 'Murcia'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
418,Fife,UK,"349,000",47.238998,-122.357139,47.238998%2C-122.357139,US,Washington,State,WA,1,Washington,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Fife,ft,0,22,m,5,7,47.239,-122.357,FALSE,331367,Fife,98424,75,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Pierce', 'EnglishName': 'Pierce'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
419,Iasi,Romania,"348,000",47.163433,27.593932,47.163433%2C27.593932,RO,Iași,Department,IS,1,Iași,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Iasi,ft,0,314,m,5,96,47.162,27.585,FALSE,287994,Iasi,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
420,Katowice,Poland,"344,000",50.266667,19.016667,50.266667%2C19.016667,PL,Silesia,Voivodship,24,1,Silesia,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Katowice,ft,0,915,m,5,279,50.26,19.013,FALSE,275781,Katowice,,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Katowice', 'EnglishName': 'Katowice'}, {'Level': 3, 'LocalizedName': 'Katowice', 'EnglishName': 'Katowice'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
421,Nice,France,"343,000",43.695723,7.271512,43.695723%2C7.271512,FR,Alpes-Maritimes,Department,6,1,Alpes-Maritimes,Department,France,FR,France,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Vieille Ville,ft,0,0,m,5,0,43.697,7.279,FALSE,2608369,Vieille Ville,,75,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Nice', 'EnglishName': 'Nice'}]",CET,1,FALSE,Europe/Paris,2020-03-29T01:00:00Z,City,1
422,Constanta,Romania,"342,000",44.176017,28.615561,44.176017%2C28.615561,RO,Constanța,Department,CT,1,Constanța,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Constanta,ft,0,101,m,5,31,44.176,28.628,FALSE,287719,Constanta,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
423,Catania,Italy,"341,000",37.513276,15.084806,37.513276%2C15.084806,IT,Sicily,Region,82,1,Sicily,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",Catania,ft,0,32,m,5,10,37.492,15.077,FALSE,215605,Catania,,35,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Catania', 'EnglishName': 'Catania'}, {'Level': 3, 'LocalizedName': 'Catania', 'EnglishName': 'Catania'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
424,Vitebsk,Belarus,"340,000",55.1925,30.194444,55.1925%2C30.194444,BY,Vitebsk,Region,VI,1,Vitebsk,Region,Belarus,BY,Belarus,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Vitebsk,ft,0,541,m,5,165,55.19,30.211,FALSE,31474,Vitebsk,,31,Europe,EUR,Europe,[],MSK,3,FALSE,Europe/Minsk,,City,1
425,Zürich,Switzerland,"337,000",47.369291,8.541819,47.369291%2C8.541819,CH,Zurich,Canton,ZH,1,Zurich,Canton,Switzerland,CH,Switzerland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Zurich,ft,0,1341,m,5,409,47.369,8.538,FALSE,316622,Zurich,,31,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Zurich,2020-03-29T01:00:00Z,City,1
426,Simferopol,Ukraine,"337,000",44.953525,34.09105,44.953525%2C34.09105,UA,Crimea,Republic,43,1,Crimea,Republic,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Simferopol,ft,0,806,m,5,246,44.952,34.102,FALSE,322464,Simferopol,,31,Europe,EUR,Europe,[],MSK,3,TRUE,Europe/Simferopol,,City,1
427,Bari,Italy,"335,000",41.125861,16.866425,41.125861%2C16.866425,IT,Apulia,Region,75,1,Apulia,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",Murat,ft,0,13,m,5,4,41.122,16.868,FALSE,3352396,Murat,,75,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Bari', 'EnglishName': 'Bari'}, {'Level': 3, 'LocalizedName': 'Bari', 'EnglishName': 'Bari'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
428,Cluj-Napoca,Romania,"332,000",46.766667,23.6,46.766667%2C23.6,RO,Cluj,Department,CJ,1,Cluj,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Cluj-Napoca,ft,0,1036,m,5,316,46.778,23.605,FALSE,287713,Cluj-Napoca,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
429,Galati,Romania,"330,000",45.439852,28.041821,45.439852%2C28.041821,RO,Galați,Department,GL,1,Galați,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Galati,ft,0,164,m,5,50,45.441,28.041,FALSE,287869,Galati,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
430,Wirral,UK,"329,000",53.43081,-2.960815,53.43081%2C-2.960815,GB,Liverpool,Metropolitan Borough,LIV,1,Liverpool,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Liverpool,ft,0,16,m,5,5,53.408,-2.954,FALSE,330510,Liverpool,L7 9,31,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
431,North Lanarkshire,UK,"325,000",55.759724,-4.221694,55.759724%2C-4.221694,GB,South Lanarkshire,Unitary Authority,SLK,1,South Lanarkshire,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",East Kilbride,ft,0,567,m,5,173,55.761,-4.184,FALSE,330731,East Kilbride,G74 1,55,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'Scotland', 'EnglishName': 'Scotland'}, {'Level': 3, 'LocalizedName': 'East Kilbride Central North', 'EnglishName': 'East Kilbride Central North'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
432,Timisoara,Romania,"324,000",45.756026,-63.486886,45.756026%2C-63.486886,CA,Nova Scotia,Province,NS,1,Nova Scotia,Province,Canada,CA,Canada,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'ForecastConfidence', 'MinuteCast', 'Radar']",Richmond,ft,0,98,m,5,30,45.756,-63.464,FALSE,3555913,Richmond,B0K,85,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Cumberland', 'EnglishName': 'Cumberland'}]",AST,-4,FALSE,America/Halifax,2020-03-08T06:00:00Z,City,1
433,Ostrava,Czech Republic,"322,000",49.840794,18.290884,49.840794%2C18.290884,CZ,Moravian-Silesian,Region,80,1,Moravian-Silesian,Region,Czechia,CZ,Czechia,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Radnice,ft,0,737,m,5,225,49.841,18.291,FALSE,3398425,Radnice,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Ostrava-město', 'EnglishName': 'Ostrava-město'}, {'Level': 3, 'LocalizedName': 'Ostrava', 'EnglishName': 'Ostrava'}]",CET,1,FALSE,Europe/Prague,2020-03-29T01:00:00Z,City,1
434,Bielefeld,Germany,"321,000",52.029992,8.528628,52.029992%2C8.528628,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Bielefeld,ft,0,364,m,5,111,52.021,8.532,FALSE,170367,Bielefeld,33602,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Bielefeld', 'EnglishName': 'Bielefeld'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
435,Wakefield,UK,"317,000",41.437165,-71.501468,41.437165%2C-71.501468,US,Rhode Island,State,RI,1,Rhode Island,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Wakefield-Peacedale,ft,0,98,m,5,30,41.446,-71.5,FALSE,2621209,Wakefield-Peacedale,2879,75,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Washington', 'EnglishName': 'Washington'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
436,Valladolid,Spain,"317,000",41.653287,-4.729407,41.653287%2C-4.729407,ES,Castile and Leon,Autonomous Community,CL,1,Castile and Leon,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Valladolid,ft,0,2273,m,5,693,41.653,-4.722,FALSE,307145,Valladolid,,31,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Valladolid', 'EnglishName': 'Valladolid'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
437,Cardiff,UK,"315,000",51.481307,-3.180498,51.481307%2C-3.180498,GB,Cardiff,Unitary Authority,CRF,1,Cardiff,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Cardiff,ft,0,19,m,5,6,51.483,-3.177,FALSE,327202,Cardiff,CF10 3,30,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'Wales', 'EnglishName': 'Wales'}, {'Level': 3, 'LocalizedName': 'Cathays', 'EnglishName': 'Cathays'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
438,Brasov,Romania,"314,000",45.651959,25.610025,45.651959%2C25.610025,RO,Brașov,Department,BV,1,Brașov,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Brasov,ft,0,1846,m,5,563,45.652,25.601,FALSE,287345,Brasov,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
439,Craiova,Romania,"313,000",44.316667,23.8,44.316667%2C23.8,RO,Dolj,Department,DJ,1,Dolj,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Craiova,ft,0,354,m,5,108,44.319,23.803,FALSE,287856,Craiova,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
440,Poltava,Ukraine,"313,000",49.583333,34.566667,49.583333%2C34.566667,UA,Poltava,Province,53,1,Poltava,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Poltava,ft,0,531,m,5,162,49.59,34.551,FALSE,325523,Poltava,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
441,Dudley,UK,"312,000",52.508672,-2.087335,52.508672%2C-2.087335,GB,Dudley,Metropolitan Borough,DUD,1,Dudley,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Dudley,ft,0,505,m,5,154,52.513,-2.085,FALSE,326968,Dudley,DY1 4,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
442,Wigan,UK,"310,000",53.54427,-2.631063,53.54427%2C-2.631063,GB,Wigan,Metropolitan Borough,WGN,1,Wigan,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Wigan,ft,0,209,m,5,64,53.527,-2.644,FALSE,329268,Wigan,WN3 5,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
443,East Riding of Yorkshire,UK,"308,000",53.793274,-0.445785,53.793274%2C-0.445785,GB,East Riding of Yorkshire,Unitary Authority,ERY,1,East Riding of Yorkshire,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Skidby,ft,0,131,m,5,40,53.79,-0.457,FALSE,709407,Skidby,HU16 5,85,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}, {'Level': 3, 'LocalizedName': 'Dale', 'EnglishName': 'Dale'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
444,Cherkassy,Ukraine,"308,000",40.578536,49.665007,40.578536%2C49.665007,AZ,Sumgayit,Municipality,SM,1,Sumgayit,Municipality,Azerbaijan,AZ,Azerbaijan,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Sumqayit,ft,0,62,m,5,19,40.596,49.644,FALSE,26921,Sumqayit,,31,Asia,ASI,Asia,[],AZT,4,FALSE,Asia/Baku,,City,1
445,Mannheim,Germany,"307,000",49.485172,8.475059,49.485172%2C8.475059,DE,Baden-Wurttemberg,State,BW,1,Baden-Wurttemberg,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Mannheim,ft,0,308,m,5,94,49.488,8.466,FALSE,167219,Mannheim,68161,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Mannheim', 'EnglishName': 'Mannheim'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
446,Córdoba,Spain,"307,000",37.885185,-4.775996,37.885185%2C-4.775996,ES,Andalusia,Autonomous Community,AN,1,Andalusia,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",San Andrés-San Pablo,ft,0,396,m,5,121,37.887,-4.773,FALSE,3353245,San Andrés-San Pablo,,85,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Córdoba', 'EnglishName': 'Córdoba'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
447,South Lanarkshire,UK,"307,000",44.680773,-63.486886,44.680773%2C-63.486886,CA,Nova Scotia,Province,NS,1,Nova Scotia,Province,Canada,CA,Canada,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'ForecastConfidence', 'MinuteCast', 'Radar']",Cole Harbour,ft,0,154,m,5,47,44.671,-63.473,FALSE,3381964,Cole Harbour,B2V,65,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Halifax County', 'EnglishName': 'Halifax County'}]",AST,-4,FALSE,America/Halifax,2020-03-08T06:00:00Z,City,1
448,Chernigov,Ukraine,"307,000",51.5,31.3,51.5%2C31.3,UA,Chernihiv,Province,74,1,Chernihiv,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Chernihiv,ft,0,354,m,5,108,51.494,31.294,FALSE,322162,Chernihiv,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
449,Coventry,UK,"306,000",52.406298,-1.508518,52.406298%2C-1.508518,GB,Coventry,Metropolitan Borough,COV,1,Coventry,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Coventry,ft,0,249,m,5,76,52.407,-1.519,FALSE,326967,Coventry,CV1 3,35,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
450,Gorlovka,Ukraine,"303,000",48.3,38.05,48.3%2C38.05,UA,Donets'k,Province,14,1,Donets'k,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Horlivka,ft,0,718,m,5,219,48.306,38.003,FALSE,323031,Horlivka,,35,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
451,Palma de Mallorca,Spain,301000,39.571357,2.656734,39.571357%2C2.656734,ES,Balearic Islands,Autonomous Community,IB,1,Balearic Islands,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Palma,ft,0,65,m,5,20,39.572,2.653,FALSE,308014,Palma,,31,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Palma de Mallorca', 'EnglishName': 'Palma de Mallorca'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
452,Grodno,Belarus,301000,52.295797,19.205031,52.295797%2C19.205031,PL,Łódź,Voivodship,10,1,Łódź,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Grodno,ft,0,341,m,5,104,52.296,19.216,FALSE,1407584,Grodno,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Kutno', 'EnglishName': 'Kutno'}, {'Level': 3, 'LocalizedName': 'Nowe Ostrowy', 'EnglishName': 'Nowe Ostrowy'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
453,Bonn,Germany,301000,50.736608,7.094853,50.736608%2C7.094853,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Bonn-Zentrum,ft,0,167,m,5,51,50.736,7.101,FALSE,3557752,Bonn-Zentrum,53111,85,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Bonn', 'EnglishName': 'Bonn'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
454,Varna,Bulgaria,299000,43.211743,27.915521,43.211743%2C27.915521,BG,Varna,District,3,1,Varna,District,Bulgaria,BG,Bulgaria,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Varna,ft,0,219,m,5,67,43.203,27.908,FALSE,51536,Varna,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Sofia,2020-03-29T01:00:00Z,City,1
455,Venezia,Italy,297000,45.434336,12.338784,45.434336%2C12.338784,IT,Veneto,Region,34,1,Veneto,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",San Marco,ft,0,6,m,5,2,45.434,12.334,FALSE,216477,San Marco,,95,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Venezia', 'EnglishName': 'Venezia'}, {'Level': 3, 'LocalizedName': 'Venezia', 'EnglishName': 'Venezia'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
456,Zhitomir,Ukraine,297000,50.25,28.666667,50.25%2C28.666667,UA,Zhytomyr,Province,18,1,Zhytomyr,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Zhytomyr,ft,0,780,m,5,238,50.26,28.669,FALSE,326609,Zhytomyr,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
