,City,State,Population,Latitude,Longitude,APICode,AdministrativeArea.CountryID,AdministrativeArea.EnglishName,AdministrativeArea.EnglishType,AdministrativeArea.ID,AdministrativeArea.Level,AdministrativeArea.LocalizedName,AdministrativeArea.LocalizedType,Country.EnglishName,Country.ID,Country.LocalizedName,DataSets,EnglishName,GeoPosition.Elevation.Imperial.Unit,GeoPosition.Elevation.Imperial.UnitType,GeoPosition.Elevation.Imperial.Value,GeoPosition.Elevation.Metric.Unit,GeoPosition.Elevation.Metric.UnitType,GeoPosition.Elevation.Metric.Value,GeoPosition.Latitude,GeoPosition.Longitude,IsAlias,Key,LocalizedName,PrimaryPostalCode,Rank,Region.EnglishName,Region.ID,Region.LocalizedName,SupplementalAdminAreas,TimeZone.Code,TimeZone.GmtOffset,TimeZone.IsDaylightSaving,TimeZone.Name,TimeZone.NextOffsetChange,Type,Version
457,Belfast,UK,297000,54.597256,-5.929882,54.597256%2C-5.929882,GB,Belfast,District,BFS,1,Belfast,District,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Belfast,ft,0,29,m,5,9,54.583,-5.933,FALSE,326934,Belfast,BT9 5,30,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'Northern Ireland', 'EnglishName': 'Northern Ireland'}, {'Level': 3, 'LocalizedName': 'Botanic', 'EnglishName': 'Botanic'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
458,Sumy,Ukraine,296000,50.919722,34.781944,50.919722%2C34.781944,UA,Sumy,Province,59,1,Sumy,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Sumy,ft,0,485,m,5,148,50.907,34.798,FALSE,325825,Sumy,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
459,Leicester,UK,294000,52.634401,-1.129471,52.634401%2C-1.129471,GB,Leicester,Unitary Authority,LCE,1,Leicester,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Leicester,ft,0,246,m,5,75,52.637,-1.132,FALSE,329016,Leicester,LE1 3,31,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}, {'Level': 3, 'LocalizedName': 'Castle', 'EnglishName': 'Castle'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
460,Sunderland,UK,294000,54.904449,-1.381453,54.904449%2C-1.381453,GB,Sunderland,Metropolitan Borough,SND,1,Sunderland,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Sunderland,ft,0,62,m,5,19,54.905,-1.389,FALSE,708899,Sunderland,SR1 3,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
461,Sandwell,UK,292000,52.527051,-1.988268,52.527051%2C-1.988268,GB,Sandwell,Metropolitan Borough,SAW,1,Sandwell,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",West Bromwich,ft,0,505,m,5,154,52.524,-1.992,FALSE,326974,West Bromwich,B71 1,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
462,Doncaster,UK,292000,53.520874,-1.130985,53.520874%2C-1.130985,GB,Doncaster,Metropolitan Borough,DNC,1,Doncaster,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Doncaster,ft,0,85,m,5,26,53.536,-1.097,FALSE,326915,Doncaster,DN2 5,55,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
463,Stockport,UK,291000,53.408488,-2.149293,53.408488%2C-2.149293,GB,Stockport,Metropolitan Borough,SKP,1,Stockport,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Stockport,ft,0,249,m,5,76,53.397,-2.154,FALSE,329267,Stockport,SK2 6,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
464,Sefton,UK,290000,53.647304,-3.00733,53.647304%2C-3.00733,GB,Sefton,Metropolitan Borough,SFT,1,Sefton,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Southport,ft,0,22,m,5,7,53.637,-2.998,FALSE,330516,Southport,PR8 5,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
465,Vigo,Spain,286000,42.23136,-8.712425,42.23136%2C-8.712425,ES,Galicia,Autonomous Community,GA,1,Galicia,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Vigo,ft,0,141,m,5,43,42.211,-8.729,FALSE,307772,Vigo,,42,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Vigo', 'EnglishName': 'Vigo'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
466,Århus,Denmark,286000,56.15318,10.203325,56.15318%2C10.203325,DK,Central Jutland,Region,82,1,Central Jutland,Region,Denmark,DK,Denmark,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Aarhus,ft,0,16,m,5,5,56.155,10.173,FALSE,124594,Aarhus,,32,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Aarhus', 'EnglishName': 'Aarhus'}]",CET,1,FALSE,Europe/Copenhagen,2020-03-29T01:00:00Z,City,1
467,Brest,Belarus,286000,52.1,23.7,52.1%2C23.7,BY,Brest,Region,BR,1,Brest,Region,Belarus,BY,Belarus,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'MinuteCast', 'Radar']",Brest,ft,0,485,m,5,148,52.096,23.703,FALSE,27497,Brest,,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Brest', 'EnglishName': 'Brest'}]",MSK,3,FALSE,Europe/Minsk,,City,1
468,Bialystok,Poland,284000,53.128433,23.159812,53.128433%2C23.159812,PL,Podlaskie,Voivodship,20,1,Podlaskie,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Białystok,ft,0,534,m,5,163,53.132,23.163,FALSE,275110,Białystok,,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Białystok', 'EnglishName': 'Białystok'}, {'Level': 3, 'LocalizedName': 'Białystok', 'EnglishName': 'Białystok'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
469,Nottingham,UK,284000,52.94777,-1.14425,52.94777%2C-1.14425,GB,Nottingham,Unitary Authority,NGM,1,Nottingham,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Nottingham,ft,0,200,m,5,61,52.951,-1.152,FALSE,330088,Nottingham,NG1 7,31,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}, {'Level': 3, 'LocalizedName': 'Bridge', 'EnglishName': 'Bridge'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
470,Newcastle-upon-Tyne,UK,282000,54.978763,-1.609446,54.978763%2C-1.609446,GB,Newcastle upon Tyne,Metropolitan Borough,NET,1,Newcastle upon Tyne,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Newcastle upon Tyne,ft,0,68,m,5,21,54.975,-1.617,FALSE,329683,Newcastle upon Tyne,NE2 4,41,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
471,Gelsenkirchen,Germany,282000,51.511532,7.09303,51.511532%2C7.09303,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Gelsenkirchen,ft,0,177,m,5,54,51.511,7.101,FALSE,170374,Gelsenkirchen,45879,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Gelsenkirchen', 'EnglishName': 'Gelsenkirchen'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
472,Karlsruhe,Germany,277000,49.008085,8.403756,49.008085%2C8.403756,DE,Baden-Wurttemberg,State,BW,1,Baden-Wurttemberg,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Karlsruhe,ft,0,377,m,5,115,49.01,8.405,FALSE,167218,Karlsruhe,76133,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Karlsruhe', 'EnglishName': 'Karlsruhe'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
473,Porto,Portugal,273000,41.150153,-8.610318,41.150153%2C-8.610318,PT,Porto,District,13,1,Porto,District,Portugal,PT,Portugal,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Porto,ft,0,357,m,5,109,41.153,-8.611,FALSE,275317,Porto,,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Porto', 'EnglishName': 'Porto'}]",WET,0,FALSE,Europe/Lisbon,2020-03-29T01:00:00Z,City,1
474,Alicante,Spain,272000,38.34521,-0.480994,38.34521%2C-0.480994,ES,Valencia,Autonomous Community,VC,1,Valencia,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Alicante,ft,0,249,m,5,76,38.347,-0.482,FALSE,310681,Alicante,,32,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Alacant', 'EnglishName': 'Alacant'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
475,Dneprodzerzhinsk,Ukraine,270000,48.529461,34.57086,48.529461%2C34.57086,UA,Dnipropetrovs'k,Province,12,1,Dnipropetrovs'k,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Kamianske,ft,0,275,m,5,84,48.517,34.607,FALSE,322726,Kamianske,,45,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
476,Wiesbaden,Germany,268000,50.083248,8.235944,50.083248%2C8.235944,DE,Hesse,State,HE,1,Hesse,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Wiesbaden,ft,0,393,m,5,120,50.082,8.239,FALSE,168721,Wiesbaden,65183,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Wiesbaden', 'EnglishName': 'Wiesbaden'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
477,Kirovograd,Ukraine,267000,48.516424,32.270449,48.516424%2C32.270449,UA,Kirovohrad,Province,35,1,Kirovohrad,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Kropyvnytskyi,ft,0,393,m,5,120,48.511,32.266,FALSE,324291,Kropyvnytskyi,,41,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
478,Kingston-upon-Hull,UK,266000,53.761924,-0.329543,53.761924%2C-0.329543,GB,Kingston upon Hull,Unitary Authority,KHL,1,Kingston upon Hull,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Kingston upon Hull,ft,0,3,m,5,1,53.74,-0.344,FALSE,327337,Kingston upon Hull,HU1 2,31,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}, {'Level': 3, 'LocalizedName': 'Myton', 'EnglishName': 'Myton'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
479,Novi Sad,Serbia,266000,45.228963,18.652189,45.228963%2C18.652189,HR,Vukovar-Srijem,County,16,1,Vukovar-Srijem,County,Croatia,HR,Croatia,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Retkovci,ft,0,265,m,5,81,45.233,18.65,FALSE,121619,Retkovci,,85,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Zagreb,2020-03-29T01:00:00Z,City,1
480,Bolton,UK,265000,53.578463,-2.429841,53.578463%2C-2.429841,GB,Bolton,Metropolitan Borough,BOL,1,Bolton,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Bolton,ft,0,246,m,5,75,53.583,-2.433,FALSE,329261,Bolton,BL1 2,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
481,Münster,Germany,264000,51.960909,7.628866,51.960909%2C7.628866,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Münster,ft,0,183,m,5,56,51.962,7.627,FALSE,170376,Münster,48143,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Münster', 'EnglishName': 'Münster'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
482,Gijón,Spain,264000,43.538696,-5.666323,43.538696%2C-5.666323,ES,Asturias,Autonomous Community,AS,1,Asturias,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Gijón,ft,0,16,m,5,5,43.54,-5.658,FALSE,306812,Gijón,,32,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Gijón', 'EnglishName': 'Gijón'}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
483,LJUBLJANA,Slovenia,264000,46.07029,14.523072,46.07029%2C14.523072,SI,Ljubljana,Urban Municipality,61,1,Ljubljana,Urban Municipality,Slovenia,SI,Slovenia,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Ljubljana,ft,0,951,m,5,290,46.058,14.504,FALSE,299198,Ljubljana,,30,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Ljubljana,2020-03-29T01:00:00Z,City,1
484,Mönchengladbach,Germany,263000,51.192231,6.439588,51.192231%2C6.439588,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Mönchengladbach,ft,0,196,m,5,60,51.194,6.432,FALSE,170375,Mönchengladbach,41061,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Mönchengladbach', 'EnglishName': 'Mönchengladbach'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
485,Chemnitz,Germany,263000,50.833836,12.926534,50.833836%2C12.926534,DE,Saxony,State,SN,1,Saxony,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Chemnitz,ft,0,974,m,5,297,50.832,12.924,FALSE,171238,Chemnitz,9111,43,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Chemnitz', 'EnglishName': 'Chemnitz'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
486,Messina,Italy,262000,38.189413,15.551475,38.189413%2C15.551475,IT,Sicily,Region,82,1,Sicily,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",Messina,ft,0,52,m,5,16,38.194,15.552,FALSE,215608,Messina,,45,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Messina', 'EnglishName': 'Messina'}, {'Level': 3, 'LocalizedName': 'Messina', 'EnglishName': 'Messina'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
487,Walsall,UK,262000,52.585948,-1.98229,52.585948%2C-1.98229,GB,Walsall,Metropolitan Borough,WLL,1,Walsall,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Walsall,ft,0,472,m,5,144,52.584,-1.982,FALSE,326973,Walsall,WS1 1,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
488,Chernovtsy,Ukraine,260000,48.287171,25.95792,48.287171%2C25.95792,UA,Chernivtsi,Province,77,1,Chernivtsi,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'MinuteCast', 'Radar']",Chernivtsi,ft,0,842,m,5,257,48.286,25.938,FALSE,322253,Chernivtsi,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
489,Khmelnitsky,Ukraine,258000,55.258282,61.37569,55.258282%2C61.37569,RU,Chelyabinsk,Oblast,CHE,1,Chelyabinsk,Oblast,Russia,RU,Russia,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Chelyabinsk,ft,0,764,m,5,233,55.16,61.403,FALSE,292332,Chelyabinsk,,21,Asia,ASI,Asia,"[{'Level': 2, 'LocalizedName': 'Chelyabinsk', 'EnglishName': 'Chelyabinsk'}]",YEKT,5,FALSE,Asia/Yekaterinburg,,City,1
490,Malmö,Sweden,257000,55.600316,12.995767,55.600316%2C12.995767,SE,Skane,County,M,1,Skane,County,Sweden,SE,Sweden,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Malmö,ft,0,45,m,5,14,55.592,13.02,FALSE,314779,Malmö,,31,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Stockholm,2020-03-29T01:00:00Z,City,1
491,Czestochowa,Poland,257000,50.807156,19.124382,50.807156%2C19.124382,PL,Silesia,Voivodship,24,1,Silesia,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Częstochowa,ft,0,836,m,5,255,50.808,19.127,FALSE,275785,Częstochowa,,45,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Częstochowa', 'EnglishName': 'Częstochowa'}, {'Level': 3, 'LocalizedName': 'Częstochowa', 'EnglishName': 'Częstochowa'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
492,Plymouth,UK,256000,41.95407,-70.658789,41.95407%2C-70.658789,US,Massachusetts,State,MA,1,Massachusetts,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Plymouth,ft,0,55,m,5,17,41.958,-70.667,FALSE,333581,Plymouth,2360,75,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Plymouth', 'EnglishName': 'Plymouth'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
493,Hospitalet de Llobregat,Spain,255050,41.359631,2.099622,41.359631%2C2.099622,ES,Catalonia,Autonomous Community,CT,1,Catalonia,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",L'Hospitalet de Llobregat,ft,0,282,m,5,86,41.37,2.107,FALSE,2258246,L'Hospitalet de Llobregat,,32,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': ""L'Hospitalet de Llobregat"", 'EnglishName': ""L'Hospitalet de Llobregat""}]",CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
494,Rotherham,UK,255000,53.430202,-1.356847,53.430202%2C-1.356847,GB,Rotherham,Metropolitan Borough,ROT,1,Rotherham,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Rotherham,ft,0,219,m,5,67,53.429,-1.353,FALSE,326916,Rotherham,S60 2,45,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
495,Augsburg,Germany,255000,48.369608,10.892507,48.369608%2C10.892507,DE,Bavaria,State,BY,1,Bavaria,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Augsburg,ft,0,1597,m,5,487,48.367,10.899,FALSE,167558,Augsburg,86150,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Augsburg', 'EnglishName': 'Augsburg'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
496,Stoke-on-Trent,UK,254000,53.023555,-2.156114,53.023555%2C-2.156114,GB,Stoke-on-Trent,Unitary Authority,STE,1,Stoke-on-Trent,Unitary Authority,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Stoke-on-Trent,ft,0,426,m,5,130,53.003,-2.182,FALSE,330865,Stoke-on-Trent,ST4 1,31,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}, {'Level': 3, 'LocalizedName': 'Penkhull and Stoke', 'EnglishName': 'Penkhull and Stoke'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
497,Halle,Germany,254000,52.061949,8.359959,52.061949%2C8.359959,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Halle,ft,0,488,m,5,149,52.061,8.362,FALSE,170418,Halle,33790,63,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Gütersloh', 'EnglishName': 'Gütersloh'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
498,Verona,Italy,254000,45.437455,10.994167,45.437455%2C10.994167,IT,Veneto,Region,34,1,Veneto,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Verona,ft,0,200,m,5,61,45.43,10.984,FALSE,216712,Verona,,45,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Verona', 'EnglishName': 'Verona'}, {'Level': 3, 'LocalizedName': 'Verona', 'EnglishName': 'Verona'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
499,Gdynia,Poland,254000,54.5,18.55,54.5%2C18.55,PL,Pomerania,Voivodship,22,1,Pomerania,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Gdynia,ft,0,3,m,5,1,54.518,18.542,FALSE,275175,Gdynia,,35,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Gdynia', 'EnglishName': 'Gdynia'}, {'Level': 3, 'LocalizedName': 'Gdynia', 'EnglishName': 'Gdynia'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
500,Strasbourg,France,252000,48.573181,7.753988,48.573181%2C7.753988,FR,Bas-Rhin,Department,67,1,Bas-Rhin,Department,France,FR,France,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Strasbourg,ft,0,462,m,5,141,48.585,7.748,FALSE,131836,Strasbourg,,31,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Strasbourg-Ville', 'EnglishName': 'Strasbourg-Ville'}]",CET,1,FALSE,Europe/Paris,2020-03-29T01:00:00Z,City,1
501,Ploiesti,Romania,251000,44.943557,26.035929,44.943557%2C26.035929,RO,Prahova,Department,PH,1,Prahova,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Ploiesti,ft,0,639,m,5,195,44.943,26.021,FALSE,289883,Ploiesti,,31,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
502,Nis,Serbia,250000,21.130258,79.049424,21.130258%2C79.049424,IN,Maharashtra,State,MH,1,Maharashtra,State,India,IN,India,"['AirQuality', 'AirQualityCurrentConditions', 'AirQualityForecasts', 'PremiumAirQuality']",Nagpur,ft,0,1000,m,5,305,21.142,79.085,FALSE,204844,Nagpur,,25,Asia,ASI,Asia,"[{'Level': 2, 'LocalizedName': 'Nagpur', 'EnglishName': 'Nagpur'}, {'Level': 3, 'LocalizedName': 'Nagpur (Urban)', 'EnglishName': 'Nagpur (Urban)'}]",IST,5.5,FALSE,Asia/Kolkata,,City,1
503,Braunschweig,Germany,246000,52.264675,10.524771,52.264675%2C10.524771,DE,Lower Saxony,State,NI,1,Lower Saxony,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Braunschweig,ft,0,229,m,5,70,52.262,10.521,FALSE,169823,Braunschweig,38100,33,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Braunschweig', 'EnglishName': 'Braunschweig'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
504,Nantes,France,244000,47.218811,-1.553662,47.218811%2C-1.553662,FR,Loire-Atlantique,Department,44,1,Loire-Atlantique,Department,France,FR,France,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Centre Ville,ft,0,19,m,5,6,47.215,-1.556,FALSE,3352339,Centre Ville,,55,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Nantes', 'EnglishName': 'Nantes'}]",CET,1,FALSE,Europe/Paris,2020-03-29T01:00:00Z,City,1
505,Wolverhampton,UK,244000,52.585334,-2.131925,52.585334%2C-2.131925,GB,Wolverhampton,Metropolitan Borough,WLV,1,Wolverhampton,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Wolverhampton,ft,0,501,m,5,153,52.585,-2.132,FALSE,326975,Wolverhampton,WV1 4,35,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
